File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Speaker_id,Age,Gender,Machine_Suggestion
,"Reta yiyemeje gusubiramwo itegeko ry’umwami ryashiraho urwego nshikingwakirundi, maze rugaruke kandi rufise akanovera karubereye",,,general,,,,Le gouvernement a décidé de réitérer le décret royal qui fixerait le niveau d'indépendance du Burundi et de lui redonner sa forme initiale.
,Riratomora kandi amategeko yerekeye gutegekanirizwa kazoza kabo.,,,general,,,,Il fixe également des règles concernant leurs modalités futures.
,Rufyiri na Nzeyimana ni abana tubana. Twama tujana kw’ishure.,,,general,,,,Les Rufurrite et Nzeiraana sont des enfants chez nous. Nous l'avons toujours apporté à l'école.
,"Rukagwiza amajambo akwiye gukoreshwa, rugashinga ingene azoza arandikwa",,,general,,,,Vous multipliez les mots qui doivent être utilisés et vous déterminez comment ils seront écrits
,Rumonge ni igisagara kimwe mubisagara bigize igihugu c'Uburundi,,,general,,,,Rumonge est l'une des villes qui composent le pays du Burundi
,Ruyigi ni igisagara kimwe mubisagara bigize igihugu  c'Uburundi,,,general,,,,Ruyigi est l'une des villes qui composent le pays du Burundi
,Rwubatswe n'amajambo kama be n'amajambo yatiwe muzindi ndimi zibanyi nk'igiswahiri be no mu ndimi z'abakoroni (igifaransa n'ikidagi) rukagengwa n'amategeko y'indimburo,,,general,,,,Il est composé de mots naturels et de mots dérivés d'autres langues apparentées comme le swahili et les langues coloniales (français et danois) et est régi par les règles d'orthographe.
,"Sahabo abona ko yahinyuwe, arateterwa. Ntiyasubiriye kwiba no kubesha.",,,general,,,,Ses compagnons voient qu'il a été trahi et il est choqué. Il n'a pas répété le vol et le mensonge.
,Sahwānyá ihitîshamwó: yērekana yûkó bahitámwó ikīntu kimwé murí bibiri,,,general,,,,Contraste dans le passé : montre qu'ils choisissent l'une des deux choses suivantes
,Sahwānyá isāngânya: ihwānyá amajāmbo cânké ingīngo zisāngíye ubwôko cânké zifitániye isâno ryā kárāngûra,,,general,,,,Mots croisés : mots croisés ou articles du même type ou ayant une signification similaire
,Sahwānyá ní ijāmbo rihwānyá amajāmbo asāngíye ubwôko cânké ingīngo zibiri mu ryŭngāne,,,general,,,,Sahwanya est un mot qui contredit les mots qui partagent le même type ou le même sujet.
,"Sahwānyá y’ámadĭdāne: yērekana yûkó bakēkéreza, atā nyíshu itōmôye bashobóra gutânga",,,general,,,,"Un exemple d'amadane : cela montre qu'ils réfléchissent, sans résultat précis qu'ils peuvent donner"
,"Se wa Sahabo yaguze umubindi w’ubuki, awushira ku rusenge. Sahabo na we mu kubukunda yarusha isazi.",,,general,,,,Le père de Sahaba a acheté un pot de miel et l'a posé sur le toit. Son compagnon l'aimait aussi plus qu'une mouche.
,Sentare nkuru y’Ubutungane niyo ifise ububasha bwo guca imanza z’icaha co guhemuka.,,,general,,,,La Cour suprême de justice a le pouvoir de juger les cas de trahison.
,Sentare yubahiriza Ibwirizwa shingiro irahanuzwa kuri izo ngingo.,,,general,,,,Le respect de la Constitution repose sur ces dispositions.
,Sentare yubahiriza Ibwirizwa shingiro ni yo yemeza ko igihugu kitagifise Umukuru waco.,,,general,,,,Le Sénat qui respecte la Constitution est celui qui veille à ce que le pays n'ait pas son propre président.
,"Si agaseseshwarumuri, urwaruka rw’ubu rurahanzwe n’ugukenera kuvuga Ikirundi rutarinze kuvanga n’indimi mvamahanga.",,,general,,,,"Ce n'est pas surprenant, les jeunes d'aujourd'hui sont confrontés à la nécessité de parler l'ourdou sans le mélanger avec des langues étrangères."
,"Si n’ivyo gusa,emera ni je mbagaba, ibibatunga vyose bica iwanje. Newengetereye ntaco mworonka.»",,,general,,,,"Non seulement, croyez que c'est moi qui le suis, et tout en ma présence. La Nouveauté vous n'avez rien à trouver.>>>"
,"Si uwo ari we wese yorasa, vyokora uwuzi gutumbereza neza.",,,general,,,,"Personne ne tirerait, mais quiconque pourrait s’améliorer le ferait."
,"Si wewe useruka, bagatora amahiri. Imbeba ica irigira, isiga ya mbwa itamariwe.",,,general,,,,"Vous n'êtes pas le premier, ils voteront pour vous. La souris est morte et le chien est resté seul."
,"Sibomana ati:« Ukuvuga ko umwigeme ari uwo kuguma mu kigo, biri mu vyo gusezera, biri mu mico ihonyanga agateka kiwe",,,general,,,,"Sibomana a déclaré : << Dire que c'est une femme qui doit rester dans l'institution, cela fait partie du fait de dire au revoir, cela fait partie de la culture qui détruit sa dignité."
,"Sibomana umuhanuzi mukuru ntayegayezwa wa komine Buganda agira ati:« Ukuba urwaruka rutahura ukutari ko ibijanye n’imico, biva ku kuntu batigeze babirwa bakiri bato",,,general,,,,"Sibomana, le grand prophète du Buganda, dit : << Si les jeunes comprennent qu'il ne s'agit pas de culture, cela vient du fait qu'on ne leur a pas enseigné lorsqu'ils étaient jeunes."
,"Singorana, bangaburira ibiti n’ivyatsi vyumye ; n’ibibisi mpora ncishako, ariko ngakara, uwumfyinyeko, ndamubabura.",,,general,,,,"Je suis dérangé, je nourris les arbres et l'herbe ; Je suis malade, mais c'est pire pour moi, et celui qui me trouve, lui aussi."
,Sinirirwa ndamwiririza ngo ndamwanika ku zuba. Indimu : Ewe mucungwe urishima. Twohaya ubwiza,,,general,,,,"Je pleure et je pleure au soleil. Citron : Ô orange, tu es heureuse. Nous nous soucions de la beauté"
,"Sinsiba kwumva bavuga ngo «Umugabo ni umutwe w’urugo, ngo umugore nawe akaba umutima.»",,,general,,,,"Je n'ai pas encore entendu dire : « L'homme est le chef d'une famille, et la femme est aussi le cœur de la femme »."
,Sinzi ico Mumpora.Umve ivyo umfwangagurako. None abana banje nasize ahobari hehe?,,,general,,,,Je ne sais pas ce que maman. Observez ce que vous craquez. Où sont partis mes enfants là-bas ?
,"Sinzi ingene nabonye aho ifuku iriko iratimbikira, ndasoboka, ndahakubita isuka ;",,,general,,,,"Je ne sais pas comment j'ai vu la manche qui se balançait, j'avais supplié, j'avais massacré ;"
,"Sinzi ko akaririmbo ""Ya nyoni yanje"" ubu koba kakiririmbwa n’abana.",,,general,,,,Je ne sais pas si la chanson « Mon oiseau » est encore chantée par les enfants.
,"Sokuru ati: “uta akaranga, ukaba utaye akabanga.”",,,general,,,,Grand-père a dit : « donne le signe et tu as abandonné le secret. »
,Soma kandi : Hariho ibintu imico yacu idutegeka bidukandamiza kandi ugasanga ishigikirwa n’abo bakenyezi nyene ikandamiza.,,,general,,,,A lire aussi : Il y a des choses que notre culture nous dicte et nous opprime et vous constatez qu'elle est soutenue par ces femmes qui nous oppriment.
,"Tugafata ijambo ryiza ry’Ikirundi ryokora mu kibanza kanaka, ariko ugasanga turisubirije n’irindi rivuye mu ndimi mvamahanga.",,,general,,,,"Nous prenons un bon mot ourdou qui fonctionne à un certain endroit, mais nous constatons que nous le remplaçons par un autre mot issu de langues étrangères."
,"Tugereranije, dusanga hafi ica kabiri c’abarundi bafise munsi y’imyaka 15, ibice bingana mirongo icenda kw'ijana (90%) babeshwaho n’uburimyi",,,general,,,,"En comparaison, on constate que près de la moitié des Burundais ont moins de 15 ans, quatre-vingt-dix pour cent (90%) dépendent de l'agriculture."
,"Tuje gufungura, mama araduhamagaye. Reka gukina, ingo tugende turirukanga i muhira.",,,general,,,,"Quand nous sommes venus ouvrir, ma mère nous a appelés. Arrête de jouer, rentrons à la maison."
,"Tuje kuduza ibendera .Ciza, ingo twihute, ntiducererwe. Urazi ingene umuyobozi wacu akara !",,,general,,,,"Nous venons apporter le drapeau. Eh bien, dépêche-toi, ne sois pas en retard. Vous savez comment vit notre chef !"
,"Tunguhore, umwigisha muri kaminuza akaba n’umutohoji ku rurimi rw’Ikirundi arabidutomorera",,,general,,,,"Tunguhore, professeur d'université et professeur de langue kurde, nous l'explique"
,"Turakwiye gutandukanya imvugo tuvuga mu buzima busanzwe twiherereye kumwe n’abagenzi, n’imvugo ivugirwa ahisoneye.",,,general,,,,Nous devons faire la distinction entre la langue que nous parlons en privé avec des amis et la langue parlée en privé.
,"Turayakenera mu guteka, mu kumesura no mu kugirira isuku aho tuba. Bana,",,,general,,,,"Nous en avons besoin pour cuisiner, laver et nettoyer. enfants,"
,Turi batatu:badatana mu ndagano. Dusangira akabisi n’agahiye.,,,general,,,,Nous sommes trois : ils ne font pas de vœu. Nous partageons une situation difficile.
,"Turi intataramurwa, kanatsinda turi abagumyabanga. Iyo tubuze akazi ntitwishongora. Ukuvuga ico twumvise vyo ni umugani.",,,general,,,,"Nous ne sommes pas ouverts et nous sommes très secrets. Quand on perd un emploi, on ne pleure pas. Dire ce que nous avons entendu est un mythe."
,"Tuza turirukanga, twinyegeza mu mubi yayo. Ka kagaba karazwiragira, karabura icoza kugatabara.",,,general,,,,"Nous nous enfuirons et nous entrerons dans son mal. Si c'est un problème, c'est noir sur blanc."
,"Twaciye tubandanya tuyaga, ndetse mu kunzimurura aranamperekeza.",,,general,,,,Nous avons continué à danser et il m'a même accompagné.
,"Twaciye twiruka kumugwa mu nda, mama na we amufata ku bitugu, eka bararamukanya umwanya utari muto ;",,,general,,,,"Nous avons couru vers lui et sommes tombés sur le ventre, ma mère l'a également tenu par les épaules, et ils l'ont tenu longtemps ;"
,"Twahisemwo kwegera Estime Kazoviyo, umwigisha muri kaminuza, ngo abituyagire.",,,general,,,,"Nous avons décidé de nous rapprocher d'Estimé Kazovio, maître de conférences à l'université, pour nous aider."
,"Twaraciye ku mayange ibibamgamiye ururimi rw'Ikirundi, icokorwa kugira rutere imbere, n’abokora kugira ruhabwe ikibanza kirubereye.",,,general,,,,"Nous avons discuté des menaces qui pèsent sur la langue ourdou, de ce qu'il faut faire pour la développer et de ce qu'il faut faire pour lui donner la place qu'elle mérite."
,"Twebwe ba samuragwa b’iyo ntahe, turiko dukora iki ngo ntiduhemukire kimwe mu vyabijije akuya sokuru.",,,general,,,,"En tant qu'héritiers du témoignage, nous faisons cela pour trahir l'un de nos grand-père."
,"Twebwe tuhibera, turahiriwe. Kanatsinda duhagarikiwe n’umugabo w’ingingo.",,,general,,,,Nous sommes bénis. Kanatsinda est arrêté par l'homme de l'article.
,Twebwe twijanira n’ibihe kuko ivy’ imico ntavyo tuzi.,,,general,,,,Nous vivons avec notre époque parce que les cultures ne se connaissent pas.
,"Twemeje akamaro, mu migenderanire n’amakungu, uburenganzira bwa benegihugu bwo kwishira bakizana mu kwikukira.",,,general,,,,"Nous avons reconnu l'importance, dans les relations avec les nations, du droit des citoyens à l'autodétermination."
,Twemeje ishaka rikomeye ryo kuvanaho ibituma bikomeye biguma vyisubiriza vy’ubugizi bwa nabi bufatiye ku moko na politike y’ihonyabwoko.,,,general,,,,Nous avons affirmé notre ferme volonté d’éliminer les principales causes de la violence raciale et ethnique récurrente et du terrorisme politique.
,Twemeje ku mugaragaro iri bwirizwa nshingiro ariryo tegeko rikuru rya republika y’uburundi.,,,general,,,,Nous avons officiellement approuvé cette constitution qui est la loi principale de la République du Burundi.
,Twihweje akamaro ko kugarukana intwaro rusangi n’igihugu cisunga amategeko.,,,general,,,,Nous sommes conscients de l’importance du retour du Commonwealth et de l’État de droit.
,Twihweje ingene dukunda amahoro n’ubutungane kuri bose ; Dushize ku mutima akamaro gakomeye ko guteza imbere igihugu cacu.,,,general,,,,Nous sommes conscients de notre amour de la paix et de la justice pour tous ; Nous prenons à cœur la grande importance du développement de notre pays.
,"Twihweje ko imigenderanire y’ibihugu itegerezwa kurangwa n’amahoro, n’ubugenzi, n’ugufashanya hisunzwe amasezerano.",,,general,,,,"Nous pensons que les relations entre les pays doivent être caractérisées par la paix, l'amitié et l'assistance mutuelle fondées sur des accords."
,"Twihweje ko kugira ivyo vyose bishikweko, ingingo shingiro n’iz’amategeko zikurikira zitegerezwa kubahirizwa.",,,general,,,,"Nous pensons que pour que tout cela soit possible, les dispositions fondamentales et légales suivantes doivent être respectées."
,Twihweje ko twiyemeje gupfumbatira ubumwe bw’Afrika hisunzwe Itegeko rishinga ishirahamwe ry’ubumwe bw’Afrika ryo ku wa 25 Rusama 2002.,,,general,,,,Nous nous engageons à soutenir l'Union africaine conformément à la Constitution de l'Union africaine du 25 février 2002.
,Twiyemeje gushiraho ingendo ya politike n’intwaro bifatiye kungene igihugu cacu kimeze kandi bifatiye ku butungane.,,,general,,,,Nous sommes déterminés à créer un mouvement politique et armé basé sur l’état de notre pays et basé sur la justice.
,Twiyemeje kwubahiriza agateka ka zina muntu nk’uko biri mu mategeko mpuzamakungu y’agateka ka zina muntu yo kuwa 10 Kigarama 1948.,,,general,,,,Nous nous engageons à respecter le droit de l'être humain tel qu'il est inscrit dans le droit international de la convention des droits de l'homme du 10 décembre 1948.
,UMUKURU W’IGIHUGU Ingingo ya 95 Umukuru wa Republika akaba Umukuru w’igihugu niwe fatiro ry’ubumwe bw’abarundi.,,,general,,,,LE CHEF DU NATIONAL Article 95 Le Chef de la République et le Chef de l'Etat constituent la base de l'unité du Burundi.
,"Ubona ko igitigiri c’abantu bize, bazi kuvuga neza indimi mvamahanga atari nabo benshi cane",,,general,,,,"Vous voyez que le nombre de personnes instruites, qui savent bien parler des langues étrangères, n'est pas trop élevé."
,"Ubona ko nari nsanzwe nkunda Ikirundi, narabandanije kugeza aho ndangiza ivyigwa.",,,general,,,,"Vous pensez que j'étais déjà en Kirundi, j'ai continué jusqu'à avoir fini mon cours."
,Ubonye umuntu waca uvuga uti:“Urandamukiriza abo hakurya“.,,,general,,,,"""Vous me saluez des autres côtés""."
,Ubu Uburundi buriko buranaganaga kuva aho hasinyiwe amasezerano hagati y'imigwi yahora irwanya ubutegetsi hamwe n'igisoda ca reta,,,general,,,,Le Burundi souffre désormais de la signature d'un accord entre les groupes qui se sont toujours opposés au régime et au gouvernement.
,"Ubu ho data ibiharawe, basigaye bavanga Ikirundi n’Icongereza.",,,general,,,,"Maintenant que je fais les choses, ils se retrouvent à mélanger l'ourdou et l'anglais."
,"Ubu ni heza cane n’abakuru bacu baranezerewe, baranadusaba kuzoguma uko mu kugirira isuku aho tuvoma.",,,general,,,,"C'est maintenant très bien avec nos chefs qui sont contents, nous demandant de rester tant cela a sanctifié là où nous dessinons."
,"Ubugira kabiri, ibihugu bitunganya inyigisho mu ndimi zavyo, ni ibihugu rutura mu butunzi kw’isi, kandi indimi zavyo zisanzwe zivugwa n’abantu benshi kw’isi.",,,general,,,,"Deuxièmement, les pays qui organisent l'éducation dans leurs propres langues sont les pays qui vivent dans la richesse mondiale, et leurs langues sont couramment parlées par de nombreuses personnes dans le monde."
,"Ubuheruka, nari nagiye kuramutsa abagenzi nca nsanga siho bari.",,,general,,,,"Nouveau, j'allais saluer les amis et je ne les ai pas trouvés."
,"Ubuhinga Kugira babandanye igice ca kabiri, bategerezwa kumenya ikibazo co mu mwaka w'icumi",,,general,,,,"Sciences Pour couvrir la deuxième partie, ils doivent connaître le problème de la 10e"
,Ubuhinga bwarateye imbere cane gushika aho bumwe mu buryo twahora dukoresha buzimangana burundu,,,general,,,,La technologie a tellement progressé que certaines des méthodes que nous avons toujours utilisées sont complètement obsolètes.
,Ubuja n’ugucuruza abaja mu buryo ubwo aribwo bwose birabujijwe.,,,general,,,,L'esclavage et le trafic d'esclaves sous quelque forme que ce soit sont interdits.
,"Ubunebwe turazirana. Sindi maboko ya regarega abona isuka akareganuka, yabona inkoko akaremarema.",,,general,,,,"La paresse nous accompagne. Je ne vois pas les mains de l'homme qui a vu le déversement et a levé les yeux, il a vu le poulet et l'a élevé."
,Uburenganzira bwo gushinga no kwinjira mu mashirahamwe aharanira ineza y’abakozi n’uburenganzira bwo guhagarika imirimo buremewe.,,,general,,,,Le droit de former et d’adhérer à des syndicats ainsi que le droit de grève sont légaux.
,Uburenganzira bw’ukwiregura no kwisigura burubahirizwa imbere ya Sentare zose.,,,general,,,,Le droit de défense et d’auto-explication est respecté devant tout le Sénat.
,"Uburundi buri mu bihugu vya nyuma bikenye kw’isi, ururimi rwacu ruvugwa n’abantu bake cane.",,,general,,,,"Le Burundi est l'un des pays les plus pauvres du monde, notre langue est parlée par très peu de personnes."
,Uburundi bwarafatanijwe n’igihugu c'Urwanda: Rwanda-Urundi,,,general,,,,Le Burundi a été annexé par le pays du Rwanda : Rwanda-Urundi
,Uburundi bwaratunganije uruganda rurimwo abantu batandukanye bitaho ibijanye n’Ikirundi.,,,general,,,,Le Burundi a développé une entreprise qui regroupe différentes personnes qui se soucient du Burundi.
,"Uburundi bwarikukiye, intwaro ishikirizwa Abarundi.",,,general,,,,"Le Burundi a fui, des armes ont été données aux Burundais."
,Uburundi bwashinze imizi kuva mu kinjana ca 16 canke ca 17 mu karere karimwo abantu kuva mu kimpumbi ca mbere imbere y’umuzo wa Yezu Kirisu,,,general,,,,Le christianisme s'est implanté depuis le XVIe ou XVIIe siècle dans une région peuplée depuis la nuit des temps avant la naissance de Jésus-Christ.
,"Uburundi ni Republika imwe rudende, yishira ikizana, itegamiye idini na rimwe, ishingiye ku ntwaro rusangi, yubahiriza ubudasa muvyerekeye amoko n’amadini.",,,general,,,,"Le Burundi est une république indépendante et non religieuse de longue date, fondée sur un régime communautaire qui respecte la diversité ethnique et religieuse."
,Uburundi ni igihugu gitunzwe canecane n´uburimyi hamwe n´ubworozi,,,general,,,,Le Burundi est un pays particulièrement protégé par le secteur agricole
,"Uburundi, bufashwe mu mugongo n’ishirahamwe rya ONU ryitaho indero n’imico (UNESCO).",,,general,,,,Le Burundi est soutenu par l'Organisation des Nations Unies pour les affaires culturelles (UNESCO).
,"Uburyo ibisata bikwiye kwigishwamwo, rugashinga kandi icohinduka n’icokwongerwako ku neza y’ururimi rwacu",,,general,,,,La manière dont les langues doivent être enseignées changera également et améliorera la qualité de notre langue.
,"Ubutegetsi buvuga ko imigambi y’igihe kirekire, izotuma Gitega iba koko igisagara ca politike kijanye n’igihe, kandi kigatuma n’utundi turere two hagati mu gihugu dutera imbere",,,general,,,,Le gouvernement affirme que les plans à long terme feront de Gitega une véritable ville politique à terme et permettront le développement d'autres zones centrales du pays.
,"Ubutegetsi bw’ubutungane nibwo bukingira amateka n’ubwigenge bw’abantu, rugacungera iyubahirizwa ryayo nkuko bitegekanijwe n’Ibwirizwa.",,,general,,,,L'administration de la justice est celle qui protège l'histoire et la liberté des personnes et veille à leur respect comme le stipule la Constitution.
,"Ubutegetsi nshingwabikorwa bufiswe n’Umukuru w’igihugu, Ivyegera bibiri vy’Umukuru w’igihugu n’abagize Leta.",,,general,,,,"Le pouvoir exécutif est exercé par le Chef de l'Etat, deux adjoints du Chef de l'Etat et des membres du Gouvernement."
,Ubuyobozi bw’ikigo butegura amahugurwa yo gukangurira no guhugura abakozi bose kubijanye n’aya mategeko.,,,general,,,,La direction de l'entreprise organise des formations pour sensibiliser et former tous les salariés à ces lois.
,"Ubwa mbere, n’ubwo Ikirundi ari ururimi Abarundi bose bahurirako.",,,general,,,,"D’abord, même si le Kirundi est la langue que parlent tous les Burundais."
,Ubwo buryo na bwo bwugururiye imiryango ayandi majambo atari ay’Ikirundi asigaye akoreshwa mu mvugo ya misi yose.,,,general,,,,Cette méthode a également ouvert la porte à d’autres mots non kurdes qui sont encore utilisés dans le langage courant.
,Ubwo iyo nkoko ntirose? Aka kanya burakeye? Jewe umengo sinari bwashireko urugohe.,,,general,,,,La cloche ne serait-elle pas robuste ? Le lendemain ? Je ne pouvais pas mettre un terme.
,Ubwo ntugomba kumpisha ko wariye mu gahinga? Kariwabo arateterwa amubarira ati:,,,general,,,,Tu n'es pas obligé de me dire que tu as mangé dans le jardin ? Kariwabo a été choqué et lui a dit :
,Ubwo wibagiye ko twatanguye uburuhuko ? Twari twagiye kwumviriza amanota.,,,general,,,,As-tu oublié que nous avons commencé les vacances ? Nous étions allés écouter la partition.
,Ubwoko bwose burafise uburenganzira bwo kuja mu rwego nshikiranganji.,,,general,,,,Toutes les races ont le droit d'accéder au niveau ministériel.
,Ubwoko bw’imfashanyo n’ukoroherezwa Leta ishobora kwemerera imigambwe bitomorwa n’Ibwirizwa.,,,general,,,,Le type d'aide et de facilitation que l'État peut accorder aux mesures est déterminé par le décret.
,"Ugasanga n’uwugize ngo arakimenye, akivanga cane n’izo ndimi mvamakungu, e mama ngo “Ikirundi kiragoye”, ahandi ngo “kirakenye”.",,,general,,,,"Vous trouverez aussi le savoir, et il se mélange à ces langues, pour que la mère dise ""OOK est difficile"", sinon ""unde mal""."
,Ugereranije indimi zigishwa mu mashure yo mu Burundi.,,,general,,,,Comparez les langues enseignées dans les écoles au Burundi.
,Uguhoha ni harya umwana atangura kuvuga indome za mbere mu buzima bwiwe.,,,general,,,,La perte concerne les premières lettres de sa vie.
,"Ugukingira n’ugushira inkehwa z’amoko, z’amadini n’imico mu ngendo rusangi y’intwaro ibereye.",,,general,,,,"Protéger et répondre aux préoccupations ethniques, religieuses et culturelles dans le mouvement général des armes appropriées."
,Ugusubiramwo urwego rw’igihugu rujejwe umutekano n’ubutungane mu ntumbero yo gustimbataza umutekano ku barundi bose.,,,general,,,,Réviser le niveau national de sécurité et de justice afin d’assurer la sécurité de tous.
,Ugutanga akazi gutegerezwa kwisunga ko abakarondera bakwije ibisabwa n’amategeko.,,,general,,,,Les employeurs doivent s'assurer que les candidats satisfont aux exigences légales.
,"Uhasanga abavyeyi bazanye abana, abarwaye inyonko n’abakomeretse.Umuvuzi wacu aritonda, yamana umwete.",,,general,,,,Vous y trouverez des parents emmenant leurs enfants malades et blessés. Notre médecin est prudent et assidu.
,"Uko bitegekanijwe, hategekwa ko nyene gukoresha/guhamagara yishura ivyo yakoresheje, cane cane mwitumatumanako ry’amakuru.",,,general,,,,"Conformément au plan, il est également supposé que l'utilisation/les appels sont payés en fonction de l'utilisation, notamment pour la communication de données."
,Uko imisi igenda urwaruka rugenda rutakaza akaranga nderano k’Umurundi n’Umurundikazi.,,,general,,,,"Au fil des jours, la jeunesse perd son caractère de lien entre un homme et une femme."
,"Uko indwi zibiri zitashe, ururimi ruba rugiye ubutakigaruka.",,,general,,,,"Au bout de deux semaines, la langue a disparu et ne revient plus."
,"Uko iterambere ridushwara, ni ko habaho n’imvugo ijanye na ryo.",,,general,,,,"Au fur et à mesure que des progrès sont réalisés, une expression y est associée."
,Uku kwezi twaraye turangije kwaranzwe nogusubira kuzirikanaku rurimi rw’Ikirundi.,,,general,,,,Ce mois que nous avons passé la nuit dernière a été marqué par une réflexion sur la langue kurde.
,"Ukuba ata ndero yo ku ziko ikihari, ni bimwe bituma urwo rwaruka rutahura ukutari ko ibijanye n’imico n’imigenzo y’ikirundi.",,,general,,,,"Rien sur les îles, c'est à la jeunesse de comprendre la vérité et non pas la culture et les coutumes du Kirundi."
,"Ukubaza gutera ukumenya Mbega da, ko mbona umuntu afise amaso abiri.",,,general,,,,"J'ai envie de savoir comment je suis, que je pense que quelqu'un a deux yeux."
,Ukujana n’iterambere rero tudataye imico n’imigenzo bizigama akaranga k’igihugu cacu vyodufasha gushika kw’iterambere rirama.,,,general,,,,Aller de l’avant sur la voie du développement sans abandonner la culture et les traditions qui sauvent l’identité de notre pays nous aidera à parvenir au développement durable.
,"Ukumenya gusoma ni ikindi Ejobundi, navuye kw’ishure, nsanga data aritsa imitima. Nanje birantera ubwoba kuko nabona ata co yavuga,",,,general,,,,"La connaissance de la lecture est une autre. Hier, j'ai quitté l'école et j'ai découvert que mon père en avait été exclu. Je m'ai fait peur parce que je n'ai rien vu,"
,"Ukumva umumenyeshamakuru ariko araremesha ikiganiro, avuga avanga indimi, akava mu Kirundi, akaja mu Gifaransa, akaja mu Giswahili.",,,general,,,,"A la recherche du journaliste on encourage la discussion, parlant des langues, et vient du Kirundi et va au Griswahili."
,"Ukunyuruza amafaranga y’igihugu, kurya ibiturire, gutoza amafaranga ku nguvu n’ugusesagura itunga ry’igihugu birahanwa hakurikijwe amategeko.",,,general,,,,"Le détournement des fonds nationaux, l'extorsion, l'extorsion et le gaspillage de la richesse nationale sont punis par la loi."
,Ukurungikira ikindi gihugu umuntu kugira kimukurikirane bishoboka gusa igihe Ibwirizwa ribirekura.,,,general,,,,Fuir une personne vers un autre pays pour y être suivie n'est possible que lorsque la loi le permet.
,Ukwabirana gushoboka iyo abashaka kwabirana bavyiyemereye ata gahato.,,,general,,,,La réconciliation est possible lorsque ceux qui veulent rendre la pareille l’acceptent sans contrainte.
,Ukwabirana kw’abafise igitsina kimwe kurabujijwe.,,,general,,,,Le mariage homosexuel est interdit.
,Ukwabirana niyo nkingi yawo yemewe n’amategeko.,,,general,,,,La réciprocité est leur pilier juridique.
,"Ukwezi kwa gatandatu ni Ruheshi, Ukwezi kwa kabiri ni Ruhuhuma ariko bita kandi Kabozambuto ni ukwezi kw’imvura nyinshi irimwo umuyaga ikagwa ihuhuma",,,general,,,,"Le sixième mois est Ruheshi, le deuxième mois est Ruhuhuma mais il est aussi appelé Kabozambuto qui est le mois des fortes pluies avec du vent et de la pluie."
,"Ukwokunena Ikirundi mu mashure ni vyo bica bituma Ikirundi kidatera imbere, ntihabe hakibaho n’ugutorera amajambo y’Ikirundi ibintu bishasha bigezweho.",,,general,,,,"Le lien anglais dans les écoles est ce qui empêche le Kirundi de se développer, et il n'y a personne pour sélectionner les choses fabriquées en Kirundi."
,"Umaze kuba uwo Murundi rero, uzokunda Uburundi, kuko uzoba ubuzi wisunze ico kirundi.",,,general,,,,"Une fois que vous serez burundais, vous aimerez le Burundi, car vous vous connaîtrez grâce à ce Kirundi."
,"Umubiri wiwe ntukiboneka, amaguru asigaye ari urugaragamba gusa. Inzara zo yifitiye zotema umuntu akarima.",,,general,,,,"Son corps n'est plus visible, il ne reste que ses jambes. La faim de soi abat un homme."
,"Umucungwe : Jewe mucungwe ndakundwa. Si umukuru, si umuto, bose baranyirukira. Umucuko ahozwa n’agacungwe. Iyo neze ndahimbara",,,general,,,,"Fer : je suis aimé. Ce n’est pas un chef, ce n’est pas un plus jeune, ils me secouent tous. Light était satisfait du signal. Si je célèbre"
,Umudasigana w’ukuri ni uwukorera neza igihugu ciwe. Arasasagaza amahoro akayivuga aho ari hose.,,,general,,,,Le vrai guerrier est une bonne œuvre pour son pays. Il répand la paix de la paix.
,Umugabo atanazi ukuntu twakuze dusangira ubugari.,,,general,,,,L'homme ne sait pas comment nous avons grandi en partageant la largeur.
,Umugambwe ni ishirahamwe ry’abantu badaharanira inyungu y’amafaranga.,,,general,,,,Umgamgambe est une organisation à but non lucratif.
,Umugambwe uwo ariwo wose uharanira kugarukana intwaro y’abami udakoresheje igikenye urashobora gukora.,,,general,,,,Tout vétéran souhaitant récupérer l’arme royale sans recourir aux pauvres peut le faire.
,"Umugore wese, umugabo wese arafise uburenganzira bwo kubaho.",,,general,,,,"Chaque femme, chaque homme a le droit de vivre."
,"Umugore wese, umugabo wese arafise uburenganzira bwo kwishira no kwizana mu buzima bwiwe nko kudasinzikarizwa amagara ku mubiri.",,,general,,,,"Chaque femme, chaque homme a le droit de se mettre en place et de se comporter dans sa vie de manière à ne pas subir de préjudice physique."
,"Umukuru w'Igihugu niwe kandi yakira, agasezera abaserukira ibindi bihugu mu Burundi.",,,general,,,,Le Chef de l'Etat est celui qui reçoit et fait ses adieux aux représentants des autres pays au Burundi.
,Umukuru w'igihugu afise uburenganzira bwo gutora nk’uko bitegekanijwe n’Ibwirizwa rigenga amatora.,,,general,,,,Le chef de l'État a le droit de voter comme le stipule la loi électorale.
,Umukuru wigihugu ntashobora gushinga amategekobwirizwa nk’uko birekuwe n’ingingo ya 195 y’iri Bwirizwa nshingiro.,,,general,,,,Le chef de l'État ne peut pas légiférer comme le permet l'article 195 de cette constitution.
,Umukuru w’igihugu ahemuka iyo aciye kubiri n’Ibwirizwa shingiro canke arahanwa n'Ubutungane.,,,general,,,,Le chef de l'Etat commet une trahison lorsqu'il viole la constitution ou est puni par la justice.
